timestamp,ip,method,endpoint,status,response_time_ms
2025-04-16 10:01:11,192.168.1.226,PUT,/,500,334
2025-03-29 16:18:07,192.168.1.27,GET,/product,400,954
2025-04-09 01:53:25,192.168.1.50,DELETE,/,400,1253
2025-03-15 07:35:16,192.168.1.164,GET,/product,500,1461
2025-04-04 23:20:05,192.168.1.152,POST,/checkout,400,298
2025-04-26 03:20:45,192.168.1.104,DELETE,/product,404,287
2025-04-22 00:57:51,192.168.1.121,DELETE,/checkout,404,1605
2025-04-05 19:18:10,192.168.1.24,DELETE,/product,400,1967
2025-03-17 05:17:05,192.168.1.137,DELETE,/product,200,836
2025-03-05 12:13:46,192.168.1.1,GET,/checkout,404,1469
2025-04-18 08:33:23,192.168.1.19,POST,/login,200,1260
2025-03-11 17:04:43,192.168.1.125,POST,/,400,1597
2025-03-04 02:32:13,192.168.1.112,PUT,/checkout,400,907
2025-04-11 07:16:41,192.168.1.238,POST,/,404,89
2025-04-13 16:50:54,192.168.1.200,DELETE,/checkout,404,1607
2025-03-14 19:58:46,192.168.1.3,PUT,/checkout,400,32
2025-03-26 06:58:06,192.168.1.89,DELETE,/login,201,986
2025-04-18 16:06:09,192.168.1.150,GET,/api/data,404,1925
2025-04-22 21:46:32,192.168.1.251,POST,/checkout,400,576
2025-04-28 18:41:12,192.168.1.192,PUT,/product,400,1153
2025-03-30 22:51:01,192.168.1.129,PUT,/product,200,735
2025-04-29 10:40:43,192.168.1.221,POST,/login,500,257
2025-04-25 19:07:32,192.168.1.143,PUT,/api/data,400,1323
2025-04-04 15:04:13,192.168.1.33,POST,/checkout,201,1733
2025-03-11 10:31:20,192.168.1.187,POST,/,201,1308
2025-03-28 22:46:49,192.168.1.168,POST,/checkout,400,1014
2025-03-03 14:11:19,192.168.1.106,POST,/product,500,1928
2025-03-21 14:27:35,192.168.1.126,GET,/checkout,201,1613
2025-03-24 01:19:11,192.168.1.159,DELETE,/checkout,201,878
2025-03-19 21:50:25,192.168.1.138,PUT,/product,201,980
2025-03-28 08:34:13,192.168.1.24,POST,/checkout,500,1031
2025-04-29 05:18:22,192.168.1.105,POST,/login,500,1262
2025-04-08 22:30:17,192.168.1.252,PUT,/product,404,1095
2025-03-21 02:58:50,192.168.1.97,PUT,/api/data,404,1543
2025-04-24 12:10:17,192.168.1.131,POST,/login,200,1106
2025-04-20 02:14:08,192.168.1.165,POST,/login,200,1249
2025-03-03 09:22:58,192.168.1.102,POST,/,400,1995
2025-04-16 08:25:33,192.168.1.29,PUT,/product,200,152
2025-04-08 20:39:14,192.168.1.21,PUT,/login,200,1397
2025-03-18 16:28:14,192.168.1.136,POST,/api/data,404,171
2025-04-09 23:37:52,192.168.1.69,POST,/api/data,200,784
2025-04-06 00:40:28,192.168.1.148,POST,/checkout,200,1858
2025-03-22 06:06:29,192.168.1.64,DELETE,/login,201,1005
2025-04-22 00:52:09,192.168.1.15,POST,/product,404,611
2025-03-10 20:01:13,192.168.1.30,PUT,/checkout,200,1912
2025-03-12 00:42:25,192.168.1.203,GET,/,500,1656
2025-03-02 07:19:02,192.168.1.155,DELETE,/checkout,400,1016
2025-03-01 02:59:32,192.168.1.213,DELETE,/product,400,398
2025-03-08 16:13:56,192.168.1.24,DELETE,/api/data,500,1048
2025-04-09 04:01:16,192.168.1.48,PUT,/login,200,608
2025-03-06 08:09:06,192.168.1.170,PUT,/checkout,201,1454
2025-03-22 22:57:06,192.168.1.126,GET,/,200,654
2025-03-01 19:31:39,192.168.1.67,PUT,/product,200,124
2025-03-16 01:37:09,192.168.1.225,PUT,/login,400,25
2025-03-24 18:45:08,192.168.1.154,POST,/,201,877
2025-03-31 16:34:06,192.168.1.13,PUT,/api/data,400,1244
2025-03-20 13:00:24,192.168.1.79,DELETE,/product,201,42
2025-03-17 16:44:58,192.168.1.55,POST,/product,400,633
2025-03-20 13:44:43,192.168.1.85,PUT,/checkout,400,606
2025-04-22 16:27:49,192.168.1.38,POST,/login,400,657
2025-03-05 12:05:24,192.168.1.164,POST,/login,404,1428
2025-04-28 09:30:14,192.168.1.227,GET,/checkout,200,1863
2025-03-19 09:52:26,192.168.1.150,POST,/api/data,200,1916
2025-03-28 23:07:48,192.168.1.168,DELETE,/,404,1895
2025-04-18 01:35:27,192.168.1.124,PUT,/product,404,246
2025-03-21 19:50:38,192.168.1.124,GET,/product,404,567
2025-03-25 02:42:06,192.168.1.120,GET,/product,500,111
2025-04-28 00:25:54,192.168.1.57,PUT,/product,400,1810
2025-04-12 03:43:33,192.168.1.248,DELETE,/api/data,400,54
2025-04-28 06:34:20,192.168.1.248,POST,/login,201,1339
2025-04-08 08:50:01,192.168.1.31,POST,/checkout,404,874
2025-03-27 01:51:22,192.168.1.173,GET,/login,200,1768
2025-03-27 03:32:43,192.168.1.61,POST,/checkout,200,674
2025-03-01 06:15:33,192.168.1.179,GET,/,201,325
2025-03-16 19:41:05,192.168.1.136,DELETE,/login,200,1032
2025-04-12 20:38:04,192.168.1.29,POST,/login,200,52
2025-04-01 18:01:18,192.168.1.186,DELETE,/,404,666
2025-03-23 09:07:30,192.168.1.28,GET,/checkout,200,1093
2025-03-03 09:38:03,192.168.1.183,GET,/,500,1872
2025-03-15 00:51:01,192.168.1.62,POST,/login,200,220
2025-03-07 15:28:56,192.168.1.62,POST,/login,200,518
2025-03-24 19:37:10,192.168.1.88,GET,/checkout,404,1468
2025-03-27 14:33:18,192.168.1.220,DELETE,/login,500,1311
2025-04-11 04:26:19,192.168.1.72,PUT,/login,500,163
2025-04-26 22:22:04,192.168.1.186,PUT,/login,400,255
2025-03-25 08:59:33,192.168.1.35,PUT,/checkout,201,338
2025-03-17 11:22:26,192.168.1.220,GET,/api/data,400,699
2025-04-25 21:02:25,192.168.1.230,DELETE,/api/data,500,1605
2025-04-01 06:41:45,192.168.1.123,GET,/,404,684
2025-03-16 16:55:37,192.168.1.213,DELETE,/api/data,500,1208
2025-03-21 00:41:12,192.168.1.227,DELETE,/api/data,201,1247
2025-03-02 11:59:28,192.168.1.39,GET,/product,200,53
2025-04-14 18:33:24,192.168.1.205,PUT,/login,404,1988
2025-04-10 00:58:10,192.168.1.136,GET,/checkout,500,345
2025-04-18 05:10:38,192.168.1.68,POST,/api/data,201,753
2025-03-24 03:31:47,192.168.1.156,GET,/product,400,1337
2025-03-28 11:44:11,192.168.1.226,POST,/checkout,400,1733
2025-03-22 16:28:52,192.168.1.224,PUT,/,400,1088
2025-03-29 23:44:51,192.168.1.185,PUT,/login,201,1705
2025-03-01 20:43:24,192.168.1.107,DELETE,/product,500,1351
2025-03-09 06:43:48,192.168.1.11,PUT,/login,201,917
2025-03-30 06:17:08,192.168.1.238,POST,/product,500,95
2025-04-15 15:22:04,192.168.1.153,GET,/login,200,827
2025-04-10 16:23:30,192.168.1.110,GET,/login,200,1113
2025-03-18 09:59:46,192.168.1.3,PUT,/checkout,404,696
2025-03-24 11:30:01,192.168.1.121,DELETE,/checkout,400,1248
2025-03-24 21:24:02,192.168.1.58,GET,/login,500,107
2025-03-11 03:48:59,192.168.1.246,POST,/login,500,962
2025-04-15 09:48:53,192.168.1.252,DELETE,/login,200,1026
2025-04-06 11:10:00,192.168.1.2,DELETE,/login,404,258
2025-03-25 17:12:04,192.168.1.239,GET,/login,404,697
2025-04-25 09:20:30,192.168.1.137,DELETE,/,500,637
2025-04-13 13:46:47,192.168.1.184,PUT,/,200,466
2025-04-13 00:34:32,192.168.1.250,PUT,/login,200,1756
2025-03-24 09:52:47,192.168.1.250,DELETE,/product,200,448
2025-03-16 05:00:40,192.168.1.50,DELETE,/product,400,1030
2025-03-30 03:00:48,192.168.1.58,PUT,/login,201,1416
2025-04-15 17:42:25,192.168.1.117,DELETE,/api/data,201,1061
2025-04-14 02:17:39,192.168.1.81,GET,/,200,509
2025-03-03 14:06:24,192.168.1.140,DELETE,/product,201,1641
2025-04-09 08:50:08,192.168.1.59,PUT,/login,200,726
2025-04-24 21:12:05,192.168.1.66,DELETE,/,404,1242
2025-03-16 21:40:28,192.168.1.31,POST,/login,500,1571
2025-03-03 18:07:13,192.168.1.63,POST,/product,400,379
2025-03-25 01:05:59,192.168.1.90,DELETE,/checkout,200,114
2025-04-05 01:14:54,192.168.1.86,DELETE,/product,200,641
2025-03-21 22:43:12,192.168.1.254,PUT,/checkout,400,65
2025-04-25 04:41:03,192.168.1.16,GET,/checkout,400,221
2025-04-15 08:28:58,192.168.1.122,GET,/api/data,201,1228
2025-03-09 21:56:59,192.168.1.25,PUT,/,201,819
2025-03-26 03:49:25,192.168.1.163,DELETE,/api/data,400,1945
2025-04-11 15:16:14,192.168.1.55,PUT,/api/data,400,1279
2025-03-27 07:50:41,192.168.1.11,POST,/login,500,867
2025-03-25 13:32:45,192.168.1.255,PUT,/checkout,500,1908
2025-04-07 04:13:13,192.168.1.9,POST,/checkout,500,739
2025-03-16 09:47:20,192.168.1.174,GET,/,404,1166
2025-04-19 05:24:58,192.168.1.194,GET,/api/data,400,867
2025-04-28 08:19:58,192.168.1.40,DELETE,/product,400,1204
2025-04-11 13:12:37,192.168.1.76,DELETE,/api/data,500,270
2025-03-02 03:40:24,192.168.1.245,PUT,/checkout,500,586
2025-04-18 12:00:05,192.168.1.206,DELETE,/checkout,400,1446
2025-04-26 05:58:30,192.168.1.66,PUT,/product,500,1182
2025-04-24 04:03:00,192.168.1.247,DELETE,/login,404,1788
2025-03-16 16:11:49,192.168.1.141,GET,/,404,1053
2025-03-14 17:39:51,192.168.1.78,PUT,/checkout,400,1465
2025-03-02 13:34:39,192.168.1.134,PUT,/checkout,400,38
2025-04-10 23:39:48,192.168.1.200,DELETE,/login,201,953
2025-04-06 11:18:40,192.168.1.53,DELETE,/product,500,1241
2025-04-15 06:12:09,192.168.1.12,DELETE,/login,201,1473
2025-04-26 22:41:46,192.168.1.102,DELETE,/login,201,613
2025-04-08 17:46:00,192.168.1.210,POST,/,404,591
2025-03-24 05:11:55,192.168.1.231,POST,/login,201,287
2025-03-06 06:29:24,192.168.1.149,PUT,/api/data,404,27
2025-04-17 00:41:04,192.168.1.21,GET,/api/data,404,721
2025-03-26 10:45:23,192.168.1.50,GET,/,404,1247
2025-03-13 13:58:34,192.168.1.122,PUT,/product,201,1336
2025-04-24 14:32:54,192.168.1.184,GET,/,500,197
2025-03-29 20:47:24,192.168.1.223,DELETE,/login,200,982
2025-03-07 16:04:38,192.168.1.26,PUT,/login,200,1998
2025-03-07 15:10:24,192.168.1.125,PUT,/api/data,200,1140
2025-04-03 11:11:48,192.168.1.224,GET,/product,400,878
2025-03-16 11:28:35,192.168.1.189,GET,/product,404,1558
2025-04-18 19:49:57,192.168.1.88,GET,/checkout,404,217
2025-03-07 22:55:27,192.168.1.122,POST,/checkout,201,222
2025-03-04 13:17:38,192.168.1.102,PUT,/api/data,404,1242
2025-03-11 14:20:01,192.168.1.46,GET,/checkout,500,796
2025-04-16 01:45:44,192.168.1.28,POST,/api/data,201,1145
2025-04-18 05:53:43,192.168.1.141,PUT,/,500,143
2025-03-02 04:34:12,192.168.1.146,POST,/,201,609
2025-04-14 03:47:03,192.168.1.17,GET,/checkout,201,691
2025-03-17 23:56:14,192.168.1.137,POST,/checkout,500,1368
2025-03-10 06:17:46,192.168.1.49,GET,/login,500,1780
2025-03-31 20:39:30,192.168.1.181,PUT,/login,404,1403
2025-03-21 00:00:50,192.168.1.170,GET,/,500,244
2025-04-01 12:24:53,192.168.1.195,DELETE,/,500,1026
2025-04-20 17:37:53,192.168.1.76,GET,/product,404,1993
2025-03-24 16:42:18,192.168.1.220,DELETE,/,200,826
2025-03-17 11:26:34,192.168.1.153,POST,/api/data,404,1299
2025-03-31 23:31:37,192.168.1.79,GET,/login,404,194
2025-03-11 03:07:53,192.168.1.207,DELETE,/checkout,404,1232
2025-03-07 12:13:12,192.168.1.225,PUT,/checkout,400,395
2025-03-16 18:30:53,192.168.1.207,GET,/product,201,1744
2025-03-04 01:40:10,192.168.1.137,GET,/api/data,404,1256
2025-03-19 00:52:23,192.168.1.44,GET,/,404,878
2025-03-16 16:48:22,192.168.1.178,PUT,/product,500,432
2025-04-13 01:13:05,192.168.1.2,PUT,/checkout,400,1538
2025-03-04 21:11:37,192.168.1.218,DELETE,/login,404,526
2025-04-18 21:04:21,192.168.1.106,GET,/product,201,1967
2025-03-12 16:45:13,192.168.1.25,PUT,/,400,1042
2025-03-04 16:00:33,192.168.1.243,POST,/checkout,200,388
2025-03-29 07:59:44,192.168.1.28,GET,/checkout,404,534
2025-04-11 07:19:18,192.168.1.29,PUT,/login,200,1497
2025-03-15 12:41:50,192.168.1.114,DELETE,/checkout,500,1518
2025-03-22 04:20:04,192.168.1.213,DELETE,/product,500,809
2025-03-18 00:58:55,192.168.1.160,PUT,/product,200,1295
2025-04-22 00:15:46,192.168.1.204,DELETE,/checkout,400,1315
2025-03-10 00:44:54,192.168.1.238,GET,/checkout,404,49
2025-03-30 05:07:18,192.168.1.123,DELETE,/product,200,667
2025-04-12 15:29:41,192.168.1.233,POST,/,201,328
2025-03-18 13:47:13,192.168.1.115,DELETE,/product,404,350
2025-04-07 04:03:21,192.168.1.65,PUT,/api/data,200,1531
2025-04-11 03:30:10,192.168.1.128,DELETE,/login,200,296
2025-03-28 12:52:21,192.168.1.58,POST,/product,404,487
2025-03-04 08:21:44,192.168.1.151,DELETE,/checkout,404,1995
2025-04-09 04:02:51,192.168.1.194,PUT,/product,200,1402
2025-03-01 12:24:16,192.168.1.142,POST,/checkout,400,881
2025-03-06 02:48:06,192.168.1.226,DELETE,/,500,595
2025-03-25 02:27:54,192.168.1.216,PUT,/,404,1525
2025-03-14 22:30:00,192.168.1.115,DELETE,/product,200,888
2025-03-01 22:41:19,192.168.1.70,GET,/product,500,57
2025-03-12 22:13:46,192.168.1.150,GET,/api/data,200,753
2025-04-05 09:42:44,192.168.1.88,DELETE,/product,201,418
2025-04-11 09:09:41,192.168.1.157,GET,/api/data,200,634
2025-03-16 17:23:33,192.168.1.112,PUT,/login,400,709
2025-03-08 04:00:53,192.168.1.109,DELETE,/product,200,753
2025-04-02 11:28:10,192.168.1.185,DELETE,/,400,1162
2025-03-21 18:11:27,192.168.1.183,POST,/api/data,400,578
2025-04-27 08:35:15,192.168.1.173,PUT,/login,400,557
2025-04-23 12:18:24,192.168.1.223,GET,/login,400,703
2025-04-26 13:09:04,192.168.1.45,POST,/api/data,201,736
2025-03-29 01:06:53,192.168.1.172,GET,/login,200,357
2025-04-24 23:15:38,192.168.1.109,POST,/api/data,400,1535
2025-03-28 17:24:26,192.168.1.134,POST,/api/data,200,93
2025-03-19 17:02:53,192.168.1.37,DELETE,/login,200,1307
2025-04-22 11:05:23,192.168.1.209,DELETE,/product,400,199
2025-03-12 21:54:21,192.168.1.58,DELETE,/checkout,201,1564
2025-03-28 18:57:29,192.168.1.187,PUT,/product,404,630
2025-04-05 21:10:34,192.168.1.157,PUT,/product,201,833
2025-04-28 15:46:27,192.168.1.111,GET,/api/data,404,631
2025-04-24 20:30:42,192.168.1.88,POST,/product,404,1975
2025-03-17 05:10:41,192.168.1.191,GET,/,201,703
2025-03-04 14:19:41,192.168.1.63,DELETE,/,201,1891
2025-03-04 13:55:51,192.168.1.244,POST,/product,404,1998
2025-03-06 18:52:30,192.168.1.105,GET,/checkout,200,200
2025-04-09 01:21:14,192.168.1.57,POST,/,404,523
2025-03-10 09:34:27,192.168.1.39,DELETE,/api/data,400,1022
2025-04-13 15:22:06,192.168.1.252,POST,/api/data,500,1917
2025-04-10 09:31:30,192.168.1.42,POST,/product,400,1204
2025-03-03 14:37:56,192.168.1.161,POST,/checkout,400,723
2025-03-24 03:20:08,192.168.1.89,POST,/checkout,200,1404
2025-04-09 10:55:50,192.168.1.196,GET,/login,404,1111
2025-04-01 01:55:37,192.168.1.139,PUT,/product,201,440
2025-04-13 02:44:20,192.168.1.239,GET,/product,500,33
2025-03-16 19:52:11,192.168.1.65,PUT,/,500,1420
2025-03-08 06:18:21,192.168.1.110,POST,/api/data,404,1942
2025-03-20 13:08:01,192.168.1.184,DELETE,/login,201,205
2025-03-02 04:40:56,192.168.1.137,PUT,/,201,760
2025-04-19 01:13:15,192.168.1.12,POST,/login,400,688
2025-03-31 18:34:59,192.168.1.46,POST,/login,404,1327
2025-03-29 13:40:45,192.168.1.212,GET,/,201,1361
2025-03-19 03:48:44,192.168.1.48,POST,/checkout,201,980
2025-04-23 21:03:56,192.168.1.79,POST,/product,201,109
2025-03-24 22:22:52,192.168.1.20,DELETE,/checkout,400,891
2025-03-19 15:28:30,192.168.1.118,PUT,/login,400,957
2025-04-26 14:30:23,192.168.1.125,DELETE,/api/data,500,1571
2025-04-13 22:27:00,192.168.1.30,POST,/login,400,1441
2025-03-27 02:07:10,192.168.1.223,PUT,/checkout,201,72
2025-03-17 03:56:55,192.168.1.18,GET,/login,500,1981
2025-03-02 22:58:44,192.168.1.78,PUT,/product,201,686
2025-04-19 01:05:34,192.168.1.24,PUT,/api/data,404,1032
2025-04-20 04:57:00,192.168.1.2,PUT,/,400,1193
2025-04-04 11:42:34,192.168.1.164,GET,/login,500,1762
2025-03-14 13:23:31,192.168.1.19,PUT,/api/data,201,1676
2025-03-10 13:56:31,192.168.1.213,GET,/login,500,314
2025-04-29 02:16:34,192.168.1.139,GET,/product,404,749
2025-03-28 21:49:27,192.168.1.78,GET,/,200,1227
2025-04-15 20:58:01,192.168.1.11,DELETE,/login,500,1974
2025-04-10 06:45:21,192.168.1.113,DELETE,/,404,840
2025-04-18 08:15:35,192.168.1.144,POST,/login,201,267
2025-04-21 01:54:02,192.168.1.3,DELETE,/api/data,200,137
2025-03-26 00:41:39,192.168.1.197,GET,/product,500,1515
2025-03-27 16:18:47,192.168.1.165,GET,/checkout,201,1174
2025-03-07 10:16:04,192.168.1.3,POST,/product,201,481
2025-04-28 11:07:08,192.168.1.23,GET,/,400,486
2025-04-21 07:56:16,192.168.1.200,GET,/login,200,756
2025-03-04 15:29:05,192.168.1.154,DELETE,/checkout,201,1264
2025-04-16 06:23:17,192.168.1.107,POST,/,200,592
2025-04-27 03:45:47,192.168.1.58,POST,/,400,369
2025-03-12 00:46:23,192.168.1.210,POST,/login,404,1639
2025-03-06 17:08:26,192.168.1.167,POST,/,404,984
2025-03-16 06:20:41,192.168.1.203,PUT,/,201,1774
2025-03-22 12:44:21,192.168.1.153,DELETE,/,404,1349
2025-03-23 19:55:53,192.168.1.52,DELETE,/product,500,637
2025-04-04 21:45:52,192.168.1.118,DELETE,/,404,306
2025-03-15 17:40:12,192.168.1.144,GET,/checkout,400,392
2025-03-12 20:49:06,192.168.1.229,GET,/checkout,201,748
2025-03-22 04:03:25,192.168.1.221,POST,/api/data,404,1432
2025-03-27 22:01:04,192.168.1.63,GET,/,201,106
2025-03-27 08:13:11,192.168.1.19,DELETE,/,500,472
2025-03-03 21:22:58,192.168.1.160,GET,/checkout,404,579
2025-03-20 05:23:59,192.168.1.72,POST,/api/data,400,417
2025-04-15 00:56:36,192.168.1.151,PUT,/product,200,183
2025-04-19 07:40:55,192.168.1.68,DELETE,/login,400,300
2025-04-26 07:41:22,192.168.1.194,POST,/product,500,956
2025-03-03 14:59:27,192.168.1.51,GET,/login,201,306
2025-04-23 18:22:51,192.168.1.167,DELETE,/api/data,400,1535
2025-03-24 15:41:13,192.168.1.138,GET,/api/data,201,1727
2025-03-14 03:57:40,192.168.1.114,POST,/,400,833
2025-04-29 14:51:37,192.168.1.173,GET,/checkout,200,386
2025-04-09 09:00:57,192.168.1.242,POST,/checkout,201,1656
2025-03-19 23:41:54,192.168.1.107,PUT,/product,201,1004
2025-03-06 11:48:48,192.168.1.218,DELETE,/api/data,201,423
2025-03-12 07:52:23,192.168.1.40,DELETE,/api/data,400,720
2025-04-18 03:46:56,192.168.1.123,DELETE,/product,500,1169
2025-04-22 11:12:02,192.168.1.202,GET,/,404,715
2025-03-31 18:10:13,192.168.1.108,GET,/checkout,404,264
2025-04-26 19:49:18,192.168.1.168,PUT,/,201,1797
2025-04-03 14:09:26,192.168.1.86,PUT,/product,404,490
2025-04-12 07:03:03,192.168.1.215,PUT,/login,404,1279
2025-03-21 20:15:53,192.168.1.94,POST,/login,201,1379
2025-03-08 06:32:02,192.168.1.63,POST,/api/data,201,1652
2025-03-12 16:33:42,192.168.1.83,DELETE,/product,201,930
2025-04-28 13:55:22,192.168.1.31,PUT,/,400,1368
2025-03-05 10:41:31,192.168.1.194,POST,/checkout,200,235
2025-04-04 16:22:04,192.168.1.55,POST,/product,404,1502
2025-04-14 09:57:47,192.168.1.112,GET,/,201,137
2025-03-22 11:17:47,192.168.1.228,PUT,/login,404,1318
2025-04-25 09:09:03,192.168.1.44,GET,/product,500,1619
2025-04-06 07:13:33,192.168.1.3,PUT,/api/data,400,631
2025-04-23 00:47:37,192.168.1.224,DELETE,/login,201,573
2025-03-28 17:07:08,192.168.1.74,GET,/,400,1395
2025-04-13 15:47:08,192.168.1.148,DELETE,/product,500,1917
2025-04-21 06:49:40,192.168.1.6,PUT,/api/data,201,323
2025-03-18 06:22:00,192.168.1.81,DELETE,/product,400,1865
2025-04-15 03:47:13,192.168.1.143,DELETE,/,400,1226
2025-03-03 00:51:18,192.168.1.216,GET,/login,201,1613
2025-03-08 09:00:08,192.168.1.176,DELETE,/product,404,1912
2025-03-04 17:55:12,192.168.1.248,GET,/api/data,201,1840
2025-03-20 09:13:06,192.168.1.59,DELETE,/,500,1283
2025-03-29 03:10:54,192.168.1.4,DELETE,/api/data,404,1674
2025-04-09 06:32:49,192.168.1.228,GET,/,201,1905
2025-03-01 13:34:08,192.168.1.152,POST,/product,404,1412
2025-03-07 04:59:30,192.168.1.197,DELETE,/product,404,962
2025-04-09 16:21:52,192.168.1.22,PUT,/product,200,941
2025-03-07 12:08:02,192.168.1.27,DELETE,/checkout,500,1953
2025-03-24 08:21:51,192.168.1.161,DELETE,/,400,1909
2025-04-14 02:01:06,192.168.1.152,DELETE,/product,400,1636
2025-03-09 13:51:17,192.168.1.95,DELETE,/,500,1655
2025-03-21 17:27:17,192.168.1.171,GET,/api/data,404,1531
2025-04-19 07:22:15,192.168.1.80,POST,/api/data,404,1749
2025-03-14 01:07:49,192.168.1.192,PUT,/api/data,400,1024
2025-04-01 01:58:41,192.168.1.174,GET,/product,400,350
2025-03-18 13:34:37,192.168.1.100,PUT,/login,200,1832
2025-04-04 12:29:55,192.168.1.208,GET,/login,400,1798
2025-04-19 00:21:54,192.168.1.175,POST,/api/data,400,1555
2025-04-12 13:35:16,192.168.1.122,DELETE,/api/data,404,572
2025-04-12 14:44:27,192.168.1.46,GET,/login,200,1649
2025-04-09 23:20:56,192.168.1.64,PUT,/login,500,980
2025-03-17 15:24:11,192.168.1.239,GET,/product,404,1830
2025-03-17 02:52:22,192.168.1.100,POST,/product,404,1231
2025-04-26 09:40:56,192.168.1.71,GET,/api/data,500,682
2025-04-19 10:30:32,192.168.1.131,POST,/product,400,1955
2025-04-15 08:59:57,192.168.1.88,POST,/checkout,200,1395
2025-03-03 01:33:57,192.168.1.85,GET,/api/data,400,1257
2025-04-22 10:04:00,192.168.1.138,PUT,/login,201,1095
2025-03-13 09:14:20,192.168.1.135,DELETE,/api/data,404,1844
