event_time,user_id,event_type,page,device
2025-01-03 21:26:40,16,purchase,product,mobile
2025-01-28 20:35:10,6,view,search,tablet
2025-01-27 09:23:46,44,scroll,home,desktop
2025-01-26 08:01:36,78,purchase,product,mobile
2025-01-07 07:13:41,1,view,search,mobile
2025-01-06 00:42:29,79,click,product,mobile
2025-01-25 21:24:36,14,view,search,tablet
2025-01-16 12:18:44,47,scroll,home,mobile
2025-01-20 15:54:46,82,view,product,desktop
2025-01-13 08:51:32,83,purchase,checkout,mobile
2025-01-20 08:19:47,85,view,home,tablet
2025-01-12 06:44:09,62,purchase,home,desktop
2025-01-06 00:00:23,39,purchase,search,desktop
2025-01-08 06:48:01,59,scroll,product,desktop
2025-01-16 08:03:15,48,scroll,product,mobile
2025-01-20 16:10:50,30,view,product,tablet
2025-01-15 21:12:10,12,view,search,tablet
2025-01-21 17:27:01,9,view,home,tablet
2025-01-27 22:28:49,73,click,home,mobile
2025-01-25 12:20:14,86,view,checkout,desktop
2025-01-10 01:05:01,16,scroll,checkout,mobile
2025-01-13 05:16:57,43,click,product,desktop
2025-01-17 03:51:43,82,scroll,home,mobile
2025-01-30 07:56:52,17,click,product,desktop
2025-01-19 23:35:15,29,scroll,search,desktop
2025-01-08 01:38:45,38,scroll,checkout,mobile
2025-01-12 04:59:11,70,purchase,search,desktop
2025-01-08 13:12:22,38,view,checkout,desktop
2025-01-05 23:46:49,79,click,home,tablet
2025-01-09 05:46:36,64,scroll,product,desktop
2025-01-03 00:19:21,93,purchase,checkout,mobile
2025-01-17 03:36:56,2,purchase,product,desktop
2025-01-09 15:16:23,8,scroll,checkout,mobile
2025-01-04 01:11:50,79,click,home,mobile
2025-01-03 06:07:40,55,scroll,search,desktop
2025-01-23 16:09:18,58,click,search,desktop
2025-01-09 05:43:13,46,click,product,tablet
2025-01-17 01:00:47,52,view,search,tablet
2025-01-03 07:21:45,80,purchase,product,mobile
2025-01-29 06:48:33,82,scroll,checkout,mobile
2025-01-21 00:01:55,98,click,search,desktop
2025-01-03 06:33:38,56,purchase,home,desktop
2025-01-21 03:12:53,92,click,product,desktop
2025-01-25 03:32:23,40,click,product,mobile
2025-01-24 22:54:07,42,scroll,checkout,tablet
2025-01-30 04:37:01,60,purchase,home,desktop
2025-01-15 19:11:18,50,purchase,search,tablet
2025-01-23 06:29:29,14,click,product,mobile
2025-01-08 02:29:34,9,scroll,home,tablet
2025-01-23 09:52:55,10,scroll,search,desktop
2025-01-27 10:33:38,57,view,product,tablet
2025-01-25 02:49:55,59,view,product,desktop
2025-01-10 09:08:23,30,view,search,mobile
2025-01-26 07:58:38,57,view,search,tablet
2025-01-17 15:08:24,98,click,home,desktop
2025-01-19 13:28:29,89,purchase,home,tablet
2025-01-16 14:58:19,55,purchase,product,tablet
2025-01-11 02:39:26,30,scroll,search,mobile
2025-01-27 10:00:20,70,scroll,search,desktop
2025-01-20 13:20:21,38,scroll,product,tablet
2025-01-29 14:42:44,41,purchase,home,mobile
2025-01-01 14:24:07,99,view,checkout,desktop
2025-01-15 16:11:48,91,view,product,tablet
2025-01-06 05:32:57,54,purchase,product,tablet
2025-01-25 23:32:52,92,purchase,home,mobile
2025-01-26 18:21:23,22,click,search,desktop
2025-01-22 21:03:31,78,view,product,desktop
2025-01-21 12:18:03,26,purchase,checkout,mobile
2025-01-27 20:12:17,74,click,home,mobile
2025-01-04 12:30:08,15,click,product,tablet
2025-01-12 22:37:14,85,click,product,tablet
2025-01-23 12:51:27,46,purchase,product,desktop
2025-01-14 18:44:53,70,scroll,home,desktop
2025-01-27 23:30:17,40,view,search,desktop
2025-01-21 21:51:15,51,view,search,desktop
2025-01-13 15:04:45,38,click,checkout,tablet
2025-01-17 14:56:43,82,click,home,desktop
2025-01-23 07:55:46,27,scroll,home,desktop
2025-01-23 15:07:52,72,scroll,product,desktop
2025-01-11 03:06:36,67,click,search,mobile
2025-01-05 17:23:19,25,view,product,mobile
2025-01-29 08:54:33,97,purchase,home,mobile
2025-01-28 02:46:26,50,purchase,checkout,tablet
2025-01-18 22:05:21,4,scroll,product,tablet
2025-01-03 23:32:52,54,scroll,search,mobile
2025-01-14 02:18:26,2,scroll,checkout,desktop
2025-01-08 03:07:28,97,scroll,checkout,desktop
2025-01-16 15:01:45,53,scroll,home,tablet
2025-01-23 02:53:17,55,scroll,checkout,mobile
2025-01-19 04:54:50,83,view,home,mobile
2025-01-27 21:34:52,32,click,home,desktop
2025-01-14 03:23:42,55,purchase,home,desktop
2025-01-13 23:40:40,50,purchase,product,tablet
2025-01-09 11:08:57,66,purchase,home,desktop
2025-01-29 09:37:02,27,purchase,home,mobile
2025-01-28 09:30:13,30,click,product,desktop
2025-01-08 22:16:16,36,click,search,mobile
2025-01-22 21:24:10,55,view,search,mobile
2025-01-17 21:56:37,69,purchase,home,tablet
2025-01-26 09:06:20,74,view,search,desktop
2025-01-20 00:47:58,87,click,home,tablet
2025-01-25 15:59:56,17,purchase,product,mobile
2025-01-23 03:07:15,59,purchase,home,desktop
2025-01-08 11:10:53,99,click,search,desktop
2025-01-05 12:51:39,67,scroll,home,tablet
2025-01-02 14:49:26,23,click,search,desktop
2025-01-26 00:36:40,96,view,product,desktop
2025-01-12 14:58:10,71,click,checkout,mobile
2025-01-15 03:22:37,56,purchase,home,tablet
2025-01-07 17:33:55,51,scroll,checkout,mobile
2025-01-12 22:41:02,62,view,search,desktop
2025-01-22 09:08:14,3,purchase,home,desktop
2025-01-26 07:43:14,41,scroll,product,desktop
2025-01-07 07:59:04,72,click,checkout,mobile
2025-01-16 19:13:56,42,scroll,product,mobile
2025-01-05 11:16:11,89,scroll,home,desktop
2025-01-29 16:06:41,53,click,home,mobile
2025-01-08 23:30:24,74,view,search,desktop
2025-01-06 17:05:40,93,view,product,tablet
2025-01-08 23:13:13,22,click,search,tablet
2025-01-02 04:52:00,29,scroll,home,desktop
2025-01-17 22:21:17,23,view,search,mobile
2025-01-23 10:45:47,61,click,checkout,desktop
2025-01-23 14:52:46,86,purchase,checkout,desktop
2025-01-18 00:33:30,44,purchase,checkout,tablet
2025-01-20 14:09:18,4,scroll,product,tablet
2025-01-13 11:48:18,9,purchase,checkout,mobile
2025-01-27 04:10:16,98,scroll,checkout,desktop
2025-01-23 18:47:14,35,click,search,desktop
2025-01-14 08:15:15,59,purchase,search,mobile
2025-01-30 06:02:09,40,view,checkout,mobile
2025-01-08 18:00:49,72,view,search,desktop
2025-01-05 12:12:40,88,scroll,search,desktop
2025-01-28 22:29:42,13,scroll,home,desktop
2025-01-15 19:34:31,66,purchase,product,mobile
2025-01-23 15:05:39,55,scroll,home,tablet
2025-01-30 08:04:06,9,click,search,mobile
2025-01-16 10:40:09,79,click,checkout,mobile
2025-01-09 20:25:19,73,scroll,checkout,tablet
2025-01-08 03:24:34,86,scroll,product,desktop
2025-01-28 04:20:08,40,scroll,product,mobile
2025-01-04 19:03:42,55,click,search,tablet
2025-01-23 05:21:48,47,purchase,product,mobile
2025-01-29 12:23:28,1,purchase,checkout,desktop
2025-01-06 14:57:01,48,scroll,product,tablet
2025-01-16 05:21:17,28,click,checkout,desktop
2025-01-26 11:24:07,42,click,checkout,tablet
2025-01-26 13:17:08,16,scroll,search,desktop
2025-01-08 15:11:05,67,view,checkout,mobile
2025-01-21 05:01:48,14,click,checkout,tablet
2025-01-07 11:06:35,34,view,product,desktop
2025-01-14 20:45:14,28,scroll,product,mobile
2025-01-20 12:36:44,72,purchase,home,tablet
2025-01-12 22:55:08,47,purchase,checkout,desktop
2025-01-22 07:06:21,54,scroll,search,mobile
2025-01-11 08:08:58,13,scroll,search,mobile
2025-01-26 08:39:49,18,click,search,mobile
2025-01-01 22:55:42,74,click,search,desktop
2025-01-02 00:46:21,64,view,product,mobile
2025-01-26 18:41:59,93,purchase,checkout,desktop
2025-01-09 16:25:20,73,click,search,mobile
2025-01-01 16:41:24,44,view,home,mobile
2025-01-27 16:39:10,53,click,home,tablet
2025-01-14 02:04:22,67,click,product,mobile
2025-01-08 22:06:05,58,purchase,search,desktop
2025-01-04 14:35:02,41,view,checkout,tablet
2025-01-13 21:57:47,39,scroll,home,tablet
2025-01-13 06:01:18,33,scroll,checkout,tablet
2025-01-01 06:13:07,76,purchase,search,tablet
2025-01-02 14:14:12,37,scroll,search,desktop
2025-01-21 09:25:44,52,click,product,tablet
2025-01-14 19:45:03,34,view,product,desktop
2025-01-29 23:07:56,67,purchase,search,tablet
2025-01-15 22:44:52,2,scroll,search,mobile
2025-01-24 17:41:19,68,purchase,home,mobile
2025-01-12 07:15:10,17,purchase,search,mobile
2025-01-06 20:01:52,51,scroll,product,mobile
2025-01-02 12:04:57,89,click,product,mobile
2025-01-09 07:34:19,89,purchase,home,tablet
2025-01-09 08:20:53,58,view,search,desktop
2025-01-24 19:57:52,22,scroll,search,desktop
2025-01-19 03:18:53,92,purchase,product,desktop
2025-01-03 14:08:23,17,view,home,mobile
2025-01-24 06:24:44,71,click,checkout,desktop
2025-01-23 16:45:25,53,view,home,tablet
2025-01-09 04:03:35,14,view,product,tablet
2025-01-25 09:04:37,69,view,home,mobile
2025-01-01 22:46:19,33,click,checkout,desktop
2025-01-13 17:05:43,82,view,search,mobile
2025-01-01 08:56:21,88,purchase,checkout,mobile
2025-01-27 14:42:03,75,view,home,mobile
2025-01-08 05:12:38,14,click,search,mobile
2025-01-02 17:11:22,56,purchase,home,desktop
2025-01-22 01:08:09,58,click,home,tablet
2025-01-08 19:34:55,90,scroll,checkout,desktop
2025-01-27 07:32:41,77,purchase,product,mobile
2025-01-22 23:45:20,53,scroll,search,desktop
2025-01-11 19:29:55,51,purchase,checkout,tablet
2025-01-27 23:58:32,71,scroll,product,mobile
2025-01-02 13:18:46,69,purchase,search,desktop
2025-01-15 01:13:46,50,scroll,checkout,desktop
2025-01-22 18:16:44,94,scroll,checkout,mobile
2025-01-01 20:36:40,19,purchase,home,desktop
2025-01-05 13:21:59,21,purchase,product,desktop
2025-01-01 04:47:45,44,view,checkout,desktop
2025-01-16 22:20:47,60,scroll,search,mobile
2025-01-15 20:30:33,29,view,product,mobile
2025-01-01 02:29:13,74,purchase,product,mobile
2025-01-24 21:14:29,86,scroll,product,mobile
2025-01-07 20:15:50,4,click,checkout,mobile
2025-01-18 19:51:52,62,purchase,search,desktop
2025-01-25 22:53:27,87,purchase,checkout,desktop
2025-01-06 18:53:59,12,click,search,mobile
2025-01-08 00:49:29,15,view,search,tablet
2025-01-18 20:01:19,24,view,home,tablet
2025-01-29 20:25:42,38,scroll,product,mobile
2025-01-03 06:49:44,71,scroll,home,desktop
2025-01-09 12:36:02,65,purchase,product,mobile
2025-01-26 17:32:31,96,click,home,mobile
2025-01-15 15:53:10,19,scroll,search,mobile
2025-01-07 06:07:40,94,view,search,desktop
2025-01-26 17:23:54,45,view,checkout,mobile
2025-01-30 07:47:22,9,click,search,tablet
2025-01-18 06:50:45,5,click,search,mobile
2025-01-20 17:50:31,18,scroll,product,tablet
2025-01-02 16:43:49,8,scroll,home,tablet
2025-01-05 02:25:36,53,view,search,mobile
2025-01-19 11:08:16,70,view,product,tablet
2025-01-02 02:08:34,13,view,product,mobile
2025-01-23 06:09:45,16,click,search,desktop
2025-01-17 13:17:12,61,click,home,desktop
2025-01-14 02:24:08,37,purchase,product,desktop
2025-01-06 13:25:33,38,purchase,search,mobile
2025-01-25 10:22:15,1,click,product,mobile
2025-01-02 18:30:07,43,scroll,product,mobile
2025-01-23 01:42:30,15,view,checkout,mobile
2025-01-03 03:24:02,13,click,search,mobile
2025-01-30 06:44:55,43,scroll,search,desktop
2025-01-03 02:28:02,100,purchase,search,tablet
2025-01-24 12:09:25,5,scroll,search,desktop
2025-01-26 10:46:06,47,scroll,product,mobile
2025-01-09 09:50:01,88,scroll,home,desktop
2025-01-29 09:54:15,13,scroll,home,desktop
2025-01-21 01:00:45,6,click,product,tablet
2025-01-24 11:56:40,49,view,home,tablet
2025-01-24 04:25:50,73,purchase,checkout,desktop
2025-01-24 12:42:30,59,click,search,desktop
2025-01-02 04:24:06,82,purchase,checkout,mobile
2025-01-14 05:11:16,3,click,home,mobile
2025-01-21 16:53:50,52,scroll,checkout,mobile
2025-01-01 19:23:28,9,scroll,product,mobile
2025-01-21 00:41:15,34,view,search,desktop
2025-01-05 14:06:24,97,view,checkout,tablet
2025-01-21 20:09:07,32,scroll,home,desktop
2025-01-16 23:31:14,23,scroll,home,mobile
2025-01-27 06:26:50,55,scroll,search,tablet
2025-01-02 11:54:45,43,view,product,mobile
2025-01-17 20:12:46,5,view,home,mobile
2025-01-08 10:12:19,12,scroll,search,mobile
2025-01-18 02:11:54,69,scroll,search,tablet
2025-01-04 07:27:43,10,click,home,desktop
2025-01-14 06:13:17,25,scroll,home,tablet
2025-01-20 02:26:37,39,purchase,product,desktop
2025-01-02 15:55:49,14,scroll,home,desktop
2025-01-20 21:35:36,56,scroll,product,desktop
2025-01-29 19:59:19,94,click,search,tablet
2025-01-24 02:37:56,43,scroll,product,mobile
2025-01-19 03:45:07,64,scroll,product,tablet
2025-01-01 03:29:20,99,view,checkout,tablet
2025-01-24 13:19:05,69,view,checkout,mobile
2025-01-06 18:43:52,25,view,home,mobile
2025-01-12 20:50:12,40,click,product,desktop
2025-01-07 14:38:32,97,scroll,home,mobile
2025-01-14 09:46:56,52,purchase,home,mobile
2025-01-03 02:18:36,85,purchase,home,desktop
2025-01-21 13:35:42,93,scroll,product,mobile
2025-01-20 19:23:37,40,purchase,home,tablet
2025-01-11 19:15:12,95,purchase,home,tablet
2025-01-25 20:44:20,27,scroll,checkout,desktop
2025-01-13 21:20:49,92,purchase,search,desktop
2025-01-01 09:29:28,76,click,checkout,desktop
2025-01-15 02:24:12,45,purchase,home,tablet
2025-01-25 15:59:44,36,purchase,home,mobile
2025-01-17 23:34:25,46,view,search,mobile
2025-01-01 05:12:08,71,scroll,home,tablet
2025-01-03 18:53:22,41,scroll,checkout,mobile
2025-01-07 17:07:50,50,view,product,tablet
2025-01-24 01:07:55,36,purchase,search,desktop
2025-01-30 04:33:11,100,scroll,product,tablet
2025-01-04 06:35:19,17,click,home,tablet
2025-01-27 01:14:19,62,view,home,desktop
2025-01-13 06:22:45,49,view,product,desktop
2025-01-02 20:05:08,99,scroll,home,tablet
2025-01-19 22:00:42,50,scroll,home,mobile
2025-01-07 20:51:20,88,view,product,desktop
2025-01-14 02:24:47,88,scroll,checkout,desktop
2025-01-02 06:33:03,91,click,search,mobile
2025-01-19 15:16:14,71,purchase,home,tablet
2025-01-12 18:03:48,66,purchase,search,desktop
2025-01-26 07:54:23,22,view,search,desktop
2025-01-24 18:25:47,53,view,checkout,tablet
2025-01-26 06:34:51,32,scroll,search,mobile
2025-01-03 23:24:29,89,scroll,product,mobile
2025-01-17 12:19:18,28,purchase,checkout,mobile
2025-01-06 06:32:41,64,purchase,product,tablet
2025-01-12 01:20:18,76,purchase,home,tablet
2025-01-05 05:46:24,22,view,product,mobile
2025-01-01 04:18:48,36,purchase,product,mobile
2025-01-17 10:13:14,87,view,home,mobile
2025-01-23 22:26:32,25,click,home,tablet
2025-01-04 00:29:35,90,purchase,checkout,tablet
2025-01-01 21:51:19,33,click,product,desktop
2025-01-30 02:40:26,94,purchase,search,tablet
2025-01-06 06:30:35,77,click,checkout,tablet
2025-01-22 15:38:08,32,click,home,desktop
2025-01-15 18:59:38,8,view,search,desktop
2025-01-24 18:19:39,99,purchase,product,tablet
2025-01-28 10:02:01,74,purchase,home,mobile
2025-01-10 16:12:57,43,click,product,tablet
2025-01-01 01:48:50,87,view,home,mobile
2025-01-06 16:29:35,10,click,checkout,desktop
2025-01-16 17:51:14,59,click,home,desktop
2025-01-13 12:32:17,69,scroll,checkout,desktop
2025-01-18 18:52:17,77,scroll,home,desktop
2025-01-16 12:16:14,28,purchase,checkout,tablet
2025-01-22 02:57:24,31,purchase,checkout,mobile
2025-01-02 13:56:56,3,scroll,product,mobile
2025-01-01 00:40:26,23,purchase,product,desktop
2025-01-20 17:08:21,64,purchase,search,desktop
2025-01-09 10:10:48,74,purchase,search,desktop
2025-01-05 22:45:17,45,click,checkout,desktop
2025-01-20 19:14:03,43,purchase,home,mobile
2025-01-26 00:21:19,66,purchase,checkout,tablet
2025-01-11 00:25:21,81,view,product,tablet
2025-01-06 07:14:49,30,purchase,home,tablet
2025-01-28 01:10:13,62,click,checkout,tablet
2025-01-03 01:52:53,21,click,home,desktop
2025-01-28 05:24:06,39,view,search,desktop
2025-01-10 05:16:52,63,click,product,desktop
2025-01-25 02:04:59,55,click,product,tablet
2025-01-29 16:16:01,65,scroll,search,desktop
2025-01-14 04:38:58,34,scroll,checkout,desktop
2025-01-02 23:49:12,65,purchase,checkout,tablet
2025-01-23 00:26:58,98,purchase,product,mobile
2025-01-09 20:38:59,47,scroll,checkout,mobile
2025-01-19 13:17:47,52,scroll,search,mobile
2025-01-22 18:05:40,68,view,checkout,desktop
2025-01-20 22:53:53,8,click,home,desktop
2025-01-02 13:58:27,50,click,search,tablet
2025-01-10 14:07:50,77,click,checkout,tablet
2025-01-04 09:24:39,55,purchase,home,desktop
2025-01-04 14:55:11,51,purchase,product,desktop
2025-01-10 11:26:36,95,click,checkout,desktop
2025-01-21 22:40:18,16,view,search,tablet
2025-01-24 02:21:44,34,scroll,search,tablet
2025-01-08 10:35:00,83,scroll,search,tablet
2025-01-05 19:58:28,63,scroll,home,desktop
2025-01-09 02:12:12,8,view,home,mobile
2025-01-17 06:46:50,87,purchase,home,mobile
2025-01-10 03:47:49,51,view,checkout,mobile
2025-01-18 04:12:36,39,click,checkout,tablet
2025-01-23 14:10:19,17,click,product,mobile
2025-01-18 06:47:50,26,view,home,desktop
2025-01-27 05:10:23,25,scroll,checkout,desktop
2025-01-22 05:31:37,38,click,checkout,desktop
2025-01-19 00:41:15,6,purchase,product,tablet
2025-01-23 13:33:38,78,click,search,mobile
2025-01-19 10:11:20,76,purchase,product,tablet
2025-01-18 15:29:35,40,purchase,product,tablet
2025-01-26 17:58:05,12,purchase,home,mobile
2025-01-29 07:04:26,47,scroll,checkout,tablet
2025-01-04 04:16:11,75,click,product,mobile
2025-01-24 21:28:39,74,purchase,search,mobile
2025-01-06 12:57:13,77,purchase,home,tablet
2025-01-15 02:51:03,41,click,search,tablet
2025-01-18 23:38:04,22,purchase,product,tablet
2025-01-28 22:05:46,1,scroll,checkout,mobile
2025-01-02 01:38:37,76,purchase,search,tablet
2025-01-13 02:09:54,11,view,product,tablet
2025-01-03 14:04:20,3,click,home,mobile
2025-01-18 07:47:04,71,view,product,tablet
2025-01-27 18:48:58,82,view,home,desktop
2025-01-24 05:20:35,59,view,product,mobile
2025-01-07 22:36:04,56,purchase,checkout,desktop
2025-01-12 14:23:57,71,view,checkout,tablet
2025-01-14 03:23:22,95,scroll,home,desktop
2025-01-12 22:03:25,41,click,checkout,tablet
2025-01-26 08:21:50,26,scroll,search,tablet
2025-01-04 03:20:40,70,purchase,search,desktop
2025-01-11 15:40:59,76,scroll,product,desktop
2025-01-12 11:47:45,78,view,home,mobile
2025-01-06 22:55:40,96,scroll,home,desktop
2025-01-30 06:41:52,25,scroll,checkout,mobile
2025-01-22 17:33:57,13,view,home,desktop
2025-01-07 20:04:19,69,click,search,mobile
2025-01-28 06:49:04,91,scroll,product,desktop
2025-01-02 00:02:21,14,click,checkout,mobile
2025-01-25 19:09:10,51,purchase,home,desktop
2025-01-25 15:18:18,33,view,home,mobile
2025-01-07 13:42:58,1,purchase,search,tablet
2025-01-15 13:01:29,92,purchase,home,desktop
2025-01-20 13:10:15,63,purchase,home,desktop
2025-01-18 00:36:39,2,click,checkout,tablet
2025-01-18 15:29:10,5,view,checkout,tablet
2025-01-04 23:41:00,71,scroll,search,tablet
2025-01-20 06:30:05,91,view,checkout,tablet
2025-01-12 03:54:28,64,click,checkout,mobile
2025-01-13 14:35:20,8,scroll,search,mobile
2025-01-20 01:14:31,58,purchase,home,mobile
2025-01-18 22:24:38,70,purchase,home,desktop
2025-01-27 16:18:46,41,purchase,product,mobile
2025-01-03 13:58:57,7,view,checkout,desktop
2025-01-11 13:35:18,45,scroll,product,desktop
2025-01-05 13:46:41,82,click,checkout,tablet
2025-01-25 16:54:28,35,purchase,checkout,tablet
2025-01-13 09:09:50,10,scroll,product,desktop
2025-01-22 14:58:02,75,view,home,mobile
2025-01-28 03:02:24,52,scroll,home,desktop
2025-01-30 00:44:34,44,view,checkout,desktop
2025-01-04 02:39:59,26,view,product,mobile
2025-01-22 14:48:54,14,scroll,product,desktop
2025-01-24 05:33:26,41,view,product,mobile
2025-01-11 22:54:29,41,scroll,checkout,tablet
2025-01-01 16:55:26,16,purchase,search,mobile
2025-01-15 15:51:31,86,click,search,desktop
2025-01-02 21:15:01,37,scroll,search,tablet
2025-01-20 11:06:10,67,purchase,checkout,tablet
2025-01-19 13:37:12,14,view,checkout,desktop
2025-01-30 03:24:15,54,click,search,tablet
2025-01-08 14:49:39,29,scroll,search,desktop
2025-01-28 11:57:20,62,scroll,home,desktop
2025-01-15 04:45:22,30,purchase,home,mobile
2025-01-05 01:17:20,100,click,product,tablet
2025-01-08 09:55:43,76,view,home,mobile
2025-01-03 02:56:50,48,purchase,home,desktop
2025-01-29 06:54:57,87,scroll,product,tablet
2025-01-16 00:51:18,63,view,search,mobile
2025-01-12 18:54:22,74,view,search,mobile
2025-01-05 06:55:08,36,view,product,mobile
2025-01-22 10:48:04,76,click,search,tablet
2025-01-02 15:24:47,18,scroll,home,tablet
2025-01-19 14:00:07,18,purchase,home,mobile
2025-01-17 22:34:54,71,scroll,checkout,tablet
2025-01-03 19:17:19,80,click,search,desktop
2025-01-05 19:50:29,39,view,search,tablet
2025-01-29 02:20:52,66,scroll,checkout,tablet
2025-01-12 18:30:50,67,scroll,home,mobile
2025-01-24 11:13:15,19,scroll,search,desktop
2025-01-28 20:21:59,40,view,product,mobile
2025-01-02 13:01:39,97,purchase,checkout,mobile
2025-01-28 07:53:28,39,click,search,mobile
2025-01-01 22:53:37,67,click,product,desktop
2025-01-22 14:33:57,57,click,home,mobile
2025-01-06 15:26:40,97,scroll,search,mobile
2025-01-18 23:11:43,20,scroll,home,tablet
2025-01-06 15:11:13,26,purchase,product,tablet
2025-01-15 04:51:12,52,view,checkout,desktop
2025-01-26 18:01:03,49,click,search,mobile
2025-01-23 11:48:36,45,scroll,home,desktop
2025-01-15 13:29:53,21,scroll,product,desktop
2025-01-17 00:47:29,79,scroll,checkout,tablet
2025-01-29 00:55:52,77,purchase,search,tablet
2025-01-28 19:08:00,21,view,checkout,tablet
2025-01-27 18:50:56,60,scroll,search,tablet
2025-01-21 21:29:30,98,click,checkout,mobile
2025-01-14 23:57:14,48,view,checkout,desktop
2025-01-15 05:21:35,17,scroll,search,desktop
2025-01-27 08:07:53,49,purchase,checkout,mobile
2025-01-15 00:42:11,12,scroll,home,tablet
2025-01-10 03:47:05,97,scroll,product,desktop
2025-01-22 10:28:38,9,view,home,tablet
2025-01-06 18:46:49,75,purchase,checkout,tablet
2025-01-30 15:01:45,31,scroll,search,mobile
2025-01-13 03:30:27,78,view,product,tablet
2025-01-03 19:49:06,51,view,home,desktop
2025-01-28 00:10:01,69,purchase,search,tablet
2025-01-26 14:40:17,32,view,search,desktop
2025-01-18 22:51:44,43,click,checkout,desktop
2025-01-20 20:21:29,59,purchase,search,desktop
2025-01-28 02:26:16,60,purchase,checkout,mobile
2025-01-24 15:55:37,99,view,search,tablet
2025-01-06 03:32:56,47,purchase,checkout,desktop
2025-01-13 22:09:17,1,click,product,tablet
2025-01-19 15:40:10,41,view,checkout,desktop
2025-01-23 19:36:10,64,purchase,checkout,mobile
2025-01-22 12:24:10,48,view,checkout,desktop
2025-01-19 17:49:15,20,scroll,home,mobile
2025-01-14 23:18:03,10,view,home,tablet
2025-01-14 09:21:53,34,view,product,mobile
2025-01-07 07:24:28,19,scroll,home,mobile
2025-01-17 01:23:37,53,view,checkout,desktop
2025-01-03 02:38:21,59,view,home,mobile
2025-01-22 06:59:23,77,scroll,search,tablet
